Candidate Name,Affiliation,Incumbent,Percentage of Vote,Winner,State,District,Money Raised,Money Spent
Veronica Escobar,D,True,64.7,True,Texas,16,1135549.0,1087693.0
Irene Armendariz-Jackson,R,False,35.3,False,Texas,16,168997.0,153671.0
Pete Sessions,R,False,55.9,True,Texas,17,1447958.0,1658637.0
Rick Kennedy,D,False,40.9,False,Texas,17,200668.0,202096.0
Ted Brown,L,False,3.2,False,Texas,17,3041.0,3041.0
Sheila Jackson Lee,D,True,73.3,True,Texas,18,924480.0,838414.0
Wendell Champion,R,False,23.5,False,Texas,18,305645.0,271278.0
Jodey Arrington,R,True,74.8,True,Texas,19,2497184.0,1932700.0
Tom Watson,D,False,22.9,False,Texas,19,49405.0,60806.0
Joaquin Castro,D,True,64.7,True,Texas,20,674061.0,686934.0
Mauro Garza,R,False,33.1,False,Texas,20,263293.0,240930.0
Chip Roy,R,True,52.0,True,Texas,21,5005639.0,4679362.0
Wendy Davis,D,False,45.4,False,Texas,21,10263486.0,10201874.0
Michael Felts,I,False,0,False,Texas,21,3570.0,1851.0
Sri Kulkarni,D,False,44.6,False,Texas,22,5639061.0,5630098.0
Troy Nehls,R,False,51.5,True,Texas,22,1806655.0,1787448.0
Gina Ortiz Jones,D,False,46.6,False,Texas,23,6755222.0,6842440.0
Tony Gonzales,R,False,50.5,True,Texas,23,2797133.0,2764108.0
Candace Valenzuela,D,False,47.5,False,Texas,24,4886999.0,4875031.0
Beth Van Duyne,R,False,48.8,True,Texas,24,3410852.0,3342442.0
Stephen Kuzmich,I,False,1.2,False,Texas,24,175504.0,201332.0
Mark Bauer,I,False,0.9,False,Texas,24,26342.0,26542.0
Darren Hamilton,L,False,1.6,False,Texas,24,570.0,212.0
Roger Williams,R,True,55.9,True,Texas,25,2435121.0,3347267.0
Julie Oliver,D,False,42.1,False,Texas,25,2190347.0,2176319.0
Michael Burgess,R,True,60.6,True,Texas,26,1806588.0,2081391.0
Carol Iannuzzi,D,False,37.3,False,Texas,26,95937.0,95937.0
Michael Cloud,R,True,63.1,True,Texas,27,1014427.0,829748.0
Ricardo De La Fuente,D,False,34.9,False,Texas,27,312096.0,312096.0
Henry Cuellar,D,True,58.3,True,Texas,28,2655317.0,3650848.0
Sandra Whitten,R,False,39.0,False,Texas,28,24760.0,27354.0
Sylvia Garcia,D,True,71.1,True,Texas,29,818984.0,758382.0
Jaimy Blanco,R,False,27.4,False,Texas,29,4378.0,0.0
Eddie Bernice Johnson,D,True,77.5,True,Texas,30,589096.0,494547.0
Tre Pennie,R,False,18.4,False,Texas,30,311109.0,305446.0
John Carter,R,True,53.4,True,Texas,31,2160187.0,2214487.0
Donna Imam,D,False,44.3,False,Texas,31,1035222.0,1035272.0
Colin Allred,D,True,52.0,True,Texas,32,5667725.0,5611747.0
Genevieve Collins,R,False,45.9,False,Texas,32,5923081.0,5915256.0
Jason Sigmon,I,False,0.7,False,Texas,32,11791.0,11651.0
Marc Veasey,D,True,66.8,True,Texas,33,1621929.0,1613446.0
Fabian Cordova Vasquez,R,False,25.2,False,Texas,33,36692.0,25585.0
Filemon Vela,D,True,55.4,True,Texas,34,983026.0,1024180.0
Rey Gonzalez,R,False,41.8,False,Texas,34,37118.0,37446.0
Lloyd Doggett,D,True,65.4,True,Texas,35,1336576.0,424804.0
Jennifer Sharon,R,False,30.0,False,Texas,35,19011.0,14442.0
Jason Mata,I,False,1.9,False,Texas,35,2632.0,2632.0
Brian Babin,R,True,73.6,True,Texas,36,1345351.0,1297185.0
Brandon Rashad Lewis,D,False,24.3,False,Texas,36,21714.0,12278.0
Blake Moore,R,False,69.6,True,Utah,01,844377.0,816015.0
Darren Parry,D,False,30.5,False,Utah,01,41218.0,40904.0
Chris Stewart,R,True,59.0,True,Utah,02,835139.0,812462.0
John Kael Weston,D,False,36.6,False,Utah,02,344774.0,306872.0
Joe Jarvis,3,False,0,False,Utah,02,22989.0,22989.0
John Curtis,R,True,68.8,True,Utah,03,874311.0,687265.0
Devin Thorpe,D,False,26.8,False,Utah,03,191412.0,190200.0
Thomas G. McNeill,3,False,2.0,False,Utah,03,5516.0,5516.0
Russel Fugal,I,False,0,False,Utah,03,393.0,346.0
Ben McAdams,D,True,46.7,False,Utah,04,5613542.0,5555591.0
Burgess Owens,R,False,47.7,True,Utah,04,5129475.0,5049146.0
Jonia Broderick,3,False,2.1,False,Utah,04,21394.0,21265.0
Peter Welch,D,True,64.4,True,Vermont,01,847320.0,865252.0
Rob Wittman,R,True,58.5,True,Virginia,01,1969785.0,2140375.0
Qasim Rashid,D,False,41.7,False,Virginia,01,1559108.0,1559108.0
Elaine Luria,D,True,51.6,True,Virginia,02,6522276.0,6387474.0
Scott Taylor,R,False,45.8,False,Virginia,02,2452292.0,2446410.0
Bobby Scott,D,True,68.4,True,Virginia,03,873126.0,832419.0
John Collick,R,False,31.4,False,Virginia,03,167146.0,165080.0
Donald McEachin,D,True,61.6,True,Virginia,04,961412.0,963788.0
Leon Benjamin,R,False,38.2,False,Virginia,04,545354.0,523429.0
Cameron Webb,D,False,47.3,False,Virginia,05,5755917.0,5750924.0
Bob Good,R,False,52.4,True,Virginia,05,1373867.0,1323530.0
Ben Cline,R,True,64.6,True,Virginia,06,892955.0,672928.0
Nicholas Betts,D,False,35.3,False,Virginia,06,56190.0,54205.0
Abigail Spanberger,D,True,50.8,True,Virginia,07,8387680.0,7852213.0
Nick Freitas,R,False,49.0,False,Virginia,07,3629431.0,3600108.0
Don Beyer,D,True,75.8,True,Virginia,08,1729482.0,2071906.0
Jeff Jordan,R,False,24.0,False,Virginia,08,96035.0,96035.0
Heerak Christian Kim,I,False,0,False,Virginia,08,2036.0,1921.0
Morgan Griffith,R,True,94.0,True,Virginia,09,873612.0,463916.0
Jennifer Wexton,D,True,56.5,True,Virginia,10,3855331.0,1772250.0
Aliscia Andrews,R,False,43.4,False,Virginia,10,1567598.0,1413145.0
Gerry Connolly,D,True,71.4,True,Virginia,11,1998592.0,1811776.0
Manga Anantatmula,R,False,28.3,False,Virginia,11,282152.0,268326.0
Stevan Porter,L,False,0,False,Virginia,11,533.0,1316.0
Suzan DelBene,D,True,58.6,True,Washington,01,2182985.0,1897162.0
Jeffrey Beeler,R,False,41.3,False,Washington,01,61970.0,62279.0
Rick Larsen,D,True,63.2,True,Washington,02,1275127.0,1219489.0
Tim Hazelo,R,False,36.6,False,Washington,02,49478.0,49322.0
Jaime Herrera Beutler,R,True,56.4,True,Washington,03,4566383.0,4540148.0
Carolyn Long,D,False,43.4,False,Washington,03,4130540.0,4142685.0
Dan Newhouse,R,True,66.3,True,Washington,04,1173464.0,991174.0
Doug McKinley,D,False,33.5,False,Washington,04,57666.0,54227.0
Cathy McMorris Rodgers,R,True,60.9,True,Washington,05,4349448.0,3432572.0
Dave Wilson,D,False,38.9,False,Washington,05,109636.0,109636.0
Derek Kilmer,D,True,59.4,True,Washington,06,2524026.0,2531111.0
Elizabeth Kreiselmaier,R,False,40.4,False,Washington,06,156123.0,145108.0
Pramila Jayapal,D,True,83.0,True,Washington,07,2630000.0,1530626.0
Craig Keller,R,False,16.7,False,Washington,07,2904.0,3703.0
Kim Schrier,D,True,51.7,True,Washington,08,5422491.0,3774398.0
Jesse Jensen,R,False,48.1,False,Washington,08,852396.0,842269.0
Adam Smith,D,True,74.2,True,Washington,09,1324761.0,930710.0
Doug Basler,R,False,25.7,False,Washington,09,22536.0,18328.0
Marilyn Strickland,D,False,49.6,True,Washington,10,1812659.0,1780633.0
Beth Doglio,D,False,35.7,False,Washington,10,1477678.0,1477678.0
David McKinley,R,True,69.0,True,West Virginia,01,1092609.0,1085864.0
Natalie Ms. Cline,D,False,31.0,False,West Virginia,01,81032.0,81881.0
Alex Mooney,R,True,63.1,True,West Virginia,02,2155978.0,864001.0
Catherine Kunkel,D,False,36.9,False,West Virginia,02,641567.0,641567.0
Carol Miller,R,True,71.3,True,West Virginia,03,869210.0,720796.0
Hilary Turner,D,False,28.7,False,West Virginia,03,99214.0,98769.0
Belinda Fox-Spencer,I,False,0,False,West Virginia,03,5207.0,5207.0
Bryan Steil,R,True,59.4,True,Wisconsin,01,3500849.0,3151701.0
Roger Polack,D,False,40.7,False,Wisconsin,01,536228.0,526431.0
Mark Pocan,D,True,69.7,True,Wisconsin,02,1290582.0,1014628.0
Peter Theron,R,False,30.3,False,Wisconsin,02,35753.0,33977.0
Ron Kind,D,True,51.4,True,Wisconsin,03,2989262.0,4435403.0
Derrick Van Orden,R,False,48.6,False,Wisconsin,03,1962443.0,1948639.0
Gwen Moore,D,True,74.7,True,Wisconsin,04,1183995.0,1166739.0
Scott Fitzgerald,R,False,60.2,True,Wisconsin,05,1155721.0,968406.0
Tom Palzewicz,D,False,39.9,False,Wisconsin,05,370392.0,371799.0
Glenn Grothman,R,True,59.3,True,Wisconsin,06,1815756.0,1736659.0
Jessica King,D,False,40.7,False,Wisconsin,06,287753.0,245788.0
Tom Tiffany,R,True,60.8,True,Wisconsin,07,2637459.0,2514740.0
Tricia Zunker,D,False,39.2,False,Wisconsin,07,1261957.0,1232690.0
Mike Gallagher,R,True,64.0,True,Wisconsin,08,3202905.0,2841801.0
Amanda Stuck,D,False,36.0,False,Wisconsin,08,416978.0,399916.0
Liz Cheney,R,True,68.6,True,Wyoming,01,3003883.0,3060167.0
Lynnette Grey Bull,D,False,24.6,False,Wyoming,01,134597.0,132235.0
