,Name,Affiliation,Incumbent,Winner,Vote %,Cash Raised,Cash Spent,State,District Number
759,Cyrus Sajna,I,0,0,,35096.0,34942.0,TX,14
760,Michael David Sanchez,I,0,0,,100.0,12.0,TX,14
761,Vicente Gonzalez,D,1,1,50.5,1008381.0,657500.0,TX,15
762,Monica De La Cruz,R,0,0,47.6,344893.0,338832.0,TX,15
763,Veronica Escobar,D,1,1,64.7,1135549.0,1087693.0,TX,16
764,Irene Armendariz-Jackson,R,0,0,35.3,168997.0,153671.0,TX,16
765,Pete Sessions,R,0,1,55.9,1447958.0,1658637.0,TX,17
766,Rick Kennedy,D,0,0,40.9,200668.0,202096.0,TX,17
767,Ted Brown,L,0,0,3.2,3041.0,3041.0,TX,17
768,Sheila Jackson Lee,D,1,1,73.3,924480.0,838414.0,TX,18
769,Wendell Champion,R,0,0,23.5,305645.0,271278.0,TX,18
770,Jodey Arrington,R,1,1,74.8,2497184.0,1932700.0,TX,19
771,Tom Watson,D,0,0,22.9,49405.0,60806.0,TX,19
772,Joaquin Castro,D,1,1,64.7,674061.0,686934.0,TX,20
773,Mauro Garza,R,0,0,33.1,263293.0,240930.0,TX,20
774,Chip Roy,R,1,1,52.0,5005639.0,4679362.0,TX,21
775,Wendy Davis,D,0,0,45.4,10263486.0,10201874.0,TX,21
776,Michael Felts,I,0,0,,3570.0,1851.0,TX,21
777,Sri Kulkarni,D,0,0,44.6,5639061.0,5630098.0,TX,22
778,Troy Nehls,R,0,1,51.5,1806655.0,1787448.0,TX,22
779,Gina Ortiz Jones,D,0,0,46.6,6755222.0,6842440.0,TX,23
780,Tony Gonzales,R,0,1,50.5,2797133.0,2764108.0,TX,23
781,Candace Valenzuela,D,0,0,47.5,4886999.0,4875031.0,TX,24
782,Beth Van Duyne,R,0,1,48.8,3410852.0,3342442.0,TX,24
783,Stephen Kuzmich,I,0,0,1.2,175504.0,201332.0,TX,24
784,Mark Bauer,I,0,0,0.9,26342.0,26542.0,TX,24
785,Darren Hamilton,L,0,0,1.6,570.0,212.0,TX,24
786,Roger Williams,R,1,1,55.9,2435121.0,3347267.0,TX,25
787,Julie Oliver,D,0,0,42.1,2190347.0,2176319.0,TX,25
788,Michael Burgess,R,1,1,60.6,1806588.0,2081391.0,TX,26
789,Carol Iannuzzi,D,0,0,37.3,95937.0,95937.0,TX,26
790,Michael Cloud,R,1,1,63.1,1014427.0,829748.0,TX,27
791,Ricardo De La Fuente,D,0,0,34.9,312096.0,312096.0,TX,27
792,Henry Cuellar,D,1,1,58.3,2655317.0,3650848.0,TX,28
793,Sandra Whitten,R,0,0,39.0,24760.0,27354.0,TX,28
794,Sylvia Garcia,D,1,1,71.1,818984.0,758382.0,TX,29
795,Jaimy Blanco,R,0,0,27.4,4378.0,0.0,TX,29
796,Eddie Bernice Johnson,D,1,1,77.5,589096.0,494547.0,TX,30
797,Tre Pennie,R,0,0,18.4,311109.0,305446.0,TX,30
798,John Carter,R,1,1,53.4,2160187.0,2214487.0,TX,31
799,Donna Imam,D,0,0,44.3,1035222.0,1035272.0,TX,31
800,Colin Allred,D,1,1,52.0,5667725.0,5611747.0,TX,32
801,Genevieve Collins,R,0,0,45.9,5923081.0,5915256.0,TX,32
802,Jason Sigmon,I,0,0,0.7,11791.0,11651.0,TX,32
803,Marc Veasey,D,1,1,66.8,1621929.0,1613446.0,TX,33
804,Fabian Cordova Vasquez,R,0,0,25.2,36692.0,25585.0,TX,33
805,Filemon Vela,D,1,1,55.4,983026.0,1024180.0,TX,34
806,Rey Gonzalez,R,0,0,41.8,37118.0,37446.0,TX,34
807,Lloyd Doggett,D,1,1,65.4,1336576.0,424804.0,TX,35
808,Jennifer Sharon,R,0,0,30.0,19011.0,14442.0,TX,35
809,Jason Mata,I,0,0,1.9,2632.0,2632.0,TX,35
810,Brian Babin,R,1,1,73.6,1345351.0,1297185.0,TX,36
811,Brandon Rashad Lewis,D,0,0,24.3,21714.0,12278.0,TX,36
812,Blake Moore,R,0,1,69.6,844377.0,816015.0,UT,01
813,Darren Parry,D,0,0,30.5,41218.0,40904.0,UT,01
814,Chris Stewart,R,1,1,59.0,835139.0,812462.0,UT,02
815,John Kael Weston,D,0,0,36.6,344774.0,306872.0,UT,02
816,Joe Jarvis,3,0,0,,22989.0,22989.0,UT,02
817,John Curtis,R,1,1,68.8,874311.0,687265.0,UT,03
818,Devin Thorpe,D,0,0,26.8,191412.0,190200.0,UT,03
819,Thomas G. McNeill,3,0,0,2.0,5516.0,5516.0,UT,03
820,Russel Fugal,I,0,0,,393.0,346.0,UT,03
821,Ben McAdams,D,1,0,46.7,5613542.0,5555591.0,UT,04
822,Burgess Owens,R,0,1,47.7,5129475.0,5049146.0,UT,04
823,Jonia Broderick,3,0,0,2.1,21394.0,21265.0,UT,04
824,Peter Welch,D,1,1,64.4,847320.0,865252.0,VT,01
825,Rob Wittman,R,1,1,58.5,1969785.0,2140375.0,VA,01
826,Qasim Rashid,D,0,0,41.7,1559108.0,1559108.0,VA,01
827,Elaine Luria,D,1,1,51.6,6522276.0,6387474.0,VA,02
828,Scott Taylor,R,0,0,45.8,2452292.0,2446410.0,VA,02
829,Bobby Scott,D,1,1,68.4,873126.0,832419.0,VA,03
830,John Collick,R,0,0,31.4,167146.0,165080.0,VA,03
831,Donald McEachin,D,1,1,61.6,961412.0,963788.0,VA,04
832,Leon Benjamin,R,0,0,38.2,545354.0,523429.0,VA,04
833,Cameron Webb,D,0,0,47.3,5755917.0,5750924.0,VA,05
834,Bob Good,R,0,1,52.4,1373867.0,1323530.0,VA,05
835,Ben Cline,R,1,1,64.6,892955.0,672928.0,VA,06
836,Nicholas Betts,D,0,0,35.3,56190.0,54205.0,VA,06
837,Abigail Spanberger,D,1,1,50.8,8387680.0,7852213.0,VA,07
838,Nick Freitas,R,0,0,49.0,3629431.0,3600108.0,VA,07
839,Don Beyer,D,1,1,75.8,1729482.0,2071906.0,VA,08
840,Jeff Jordan,R,0,0,24.0,96035.0,96035.0,VA,08
841,Heerak Christian Kim,I,0,0,,2036.0,1921.0,VA,08
842,Morgan Griffith,R,1,1,94.0,873612.0,463916.0,VA,09
843,Jennifer Wexton,D,1,1,56.5,3855331.0,1772250.0,VA,10
844,Aliscia Andrews,R,0,0,43.4,1567598.0,1413145.0,VA,10
845,Gerry Connolly,D,1,1,71.4,1998592.0,1811776.0,VA,11
846,Manga Anantatmula,R,0,0,28.3,282152.0,268326.0,VA,11
847,Stevan Porter,L,0,0,,533.0,1316.0,VA,11
848,Suzan DelBene,D,1,1,58.6,2182985.0,1897162.0,WA,01
849,Jeffrey Beeler,R,0,0,41.3,61970.0,62279.0,WA,01
850,Rick Larsen,D,1,1,63.2,1275127.0,1219489.0,WA,02
851,Tim Hazelo,R,0,0,36.6,49478.0,49322.0,WA,02
852,Jaime Herrera Beutler,R,1,1,56.4,4566383.0,4540148.0,WA,03
853,Carolyn Long,D,0,0,43.4,4130540.0,4142685.0,WA,03
854,Dan Newhouse,R,1,1,66.3,1173464.0,991174.0,WA,04
855,Doug McKinley,D,0,0,33.5,57666.0,54227.0,WA,04
856,Cathy McMorris Rodgers,R,1,1,60.9,4349448.0,3432572.0,WA,05
857,Dave Wilson,D,0,0,38.9,109636.0,109636.0,WA,05
858,Derek Kilmer,D,1,1,59.4,2524026.0,2531111.0,WA,06
859,Elizabeth Kreiselmaier,R,0,0,40.4,156123.0,145108.0,WA,06
860,Pramila Jayapal,D,1,1,83.0,2630000.0,1530626.0,WA,07
861,Craig Keller,R,0,0,16.7,2904.0,3703.0,WA,07
862,Kim Schrier,D,1,1,51.7,5422491.0,3774398.0,WA,08
863,Jesse Jensen,R,0,0,48.1,852396.0,842269.0,WA,08
864,Adam Smith,D,1,1,74.2,1324761.0,930710.0,WA,09
865,Doug Basler,R,0,0,25.7,22536.0,18328.0,WA,09
866,Marilyn Strickland,D,0,1,49.6,1812659.0,1780633.0,WA,10
867,Beth Doglio,D,0,0,35.7,1477678.0,1477678.0,WA,10
868,David McKinley,R,1,1,69.0,1092609.0,1085864.0,WV,01
869,Natalie Ms. Cline,D,0,0,31.0,81032.0,81881.0,WV,01
870,Alex Mooney,R,1,1,63.1,2155978.0,864001.0,WV,02
871,Catherine Kunkel,D,0,0,36.9,641567.0,641567.0,WV,02
872,Carol Miller,R,1,1,71.3,869210.0,720796.0,WV,03
873,Hilary Turner,D,0,0,28.7,99214.0,98769.0,WV,03
874,Belinda Fox-Spencer,I,0,0,,5207.0,5207.0,WV,03
875,Bryan Steil,R,1,1,59.4,3500849.0,3151701.0,WI,01
876,Roger Polack,D,0,0,40.7,536228.0,526431.0,WI,01
877,Mark Pocan,D,1,1,69.7,1290582.0,1014628.0,WI,02
878,Peter Theron,R,0,0,30.3,35753.0,33977.0,WI,02
879,Ron Kind,D,1,1,51.4,2989262.0,4435403.0,WI,03
880,Derrick Van Orden,R,0,0,48.6,1962443.0,1948639.0,WI,03
881,Gwen Moore,D,1,1,74.7,1183995.0,1166739.0,WI,04
882,Scott Fitzgerald,R,0,1,60.2,1155721.0,968406.0,WI,05
883,Tom Palzewicz,D,0,0,39.9,370392.0,371799.0,WI,05
884,Glenn Grothman,R,1,1,59.3,1815756.0,1736659.0,WI,06
885,Jessica King,D,0,0,40.7,287753.0,245788.0,WI,06
886,Tom Tiffany,R,1,1,60.8,2637459.0,2514740.0,WI,07
887,Tricia Zunker,D,0,0,39.2,1261957.0,1232690.0,WI,07
888,Mike Gallagher,R,1,1,64.0,3202905.0,2841801.0,WI,08
889,Amanda Stuck,D,0,0,36.0,416978.0,399916.0,WI,08
890,Liz Cheney,R,1,1,68.6,3003883.0,3060167.0,WY,01
891,Lynnette Grey Bull,D,0,0,24.6,134597.0,132235.0,WY,01
