candidate_name,party,incumbent,winner,perc_vote,money_raised,money_spent,state_name,district,state_dist,perc_vote_max,winner_bool
Sean Parnell,R,0,0,48.9,3935774,3732399,PA,17,PA17,51.1,0
Mike Doyle,D,1,1,64.6,1008711,999692,PA,18,PA18,64.6,1
Luke Negron,R,0,0,35.4,57714,51666,PA,18,PA18,64.6,0
David Cicilline,D,1,1,70.8,1574854,1743173,RI,01,RI01,70.8,1
Jim Langevin,D,1,1,58.2,1102312,1422339,RI,02,RI02,58.2,1
Bob Lancia,R,0,0,41.5,55549,47877,RI,02,RI02,58.2,0
Joe Cunningham,D,1,0,49.3,6941746,6993962,SC,01,SC01,50.6,0
Nancy Mace,R,0,1,50.6,5766726,5707239,SC,01,SC01,50.6,1
Joe Wilson,R,1,1,55.7,1648065,1723956,SC,02,SC02,55.7,1
Adair Boroughs,D,0,0,42.6,2510526,2507664,SC,02,SC02,55.7,0
Jeff Duncan,R,1,1,71.2,1509647,1271872,SC,03,SC03,71.2,1
Hosea Cleveland,D,0,0,28.7,43214,45107,SC,03,SC03,71.2,0
William Timmons,R,1,1,61.6,977784,982233,SC,04,SC04,61.6,1
Kim Nelson,D,0,0,36.9,167825,167508,SC,04,SC04,61.6,0
Ralph Norman,R,1,1,60.1,991246,859747,SC,05,SC05,60.1,1
Moe Brown,D,0,0,39.9,480648,477295,SC,05,SC05,60.1,0
James E Clyburn,D,1,1,68.2,3406945,2332128,SC,06,SC06,68.2,1
Tom Rice,R,1,1,61.8,1405738,1242208,SC,07,SC07,61.8,1
Melissa Watson,D,0,0,38.1,147623,147623,SC,07,SC07,61.8,0
Larry Guy Hammond,L,0,0,0.0,199,199,SC,07,SC07,61.8,0
Dusty Johnson,R,1,1,81.8,1693504,699356,SD,01,SD01,81.8,1
Diana Harshbarger,R,0,1,74.8,2126946,1869100,TN,01,TN01,74.8,1
Blair Nicole Walsingham,D,0,0,22.4,140209,134995,TN,01,TN01,74.8,0
Tim Burchett,R,1,1,67.7,1336276,878488,TN,02,TN02,67.7,1
Renee Hoyos,D,0,0,31.0,812784,816793,TN,02,TN02,67.7,0
Chuck Fleischmann,R,1,1,67.3,1051653,381411,TN,03,TN03,67.3,1
Meg Gorman,D,0,0,30.5,85843,77760,TN,03,TN03,67.3,0
Scott Desjarlais,R,1,1,66.7,331464,392499,TN,04,TN04,66.7,1
Christopher Hale,D,0,0,33.3,308731,302996,TN,04,TN04,66.7,0
Jim Cooper,D,1,1,100.0,936569,1332131,TN,05,TN05,100.0,1
John Rose,R,1,1,73.7,1050429,625688,TN,06,TN06,73.7,1
Mark Green,R,1,1,69.9,1194960,935487,TN,07,TN07,69.9,1
Kiran Sreepada,D,0,0,27.3,206644,207191,TN,07,TN07,69.9,0
Ronald Brown,I,0,0,2.2,1750,0,TN,07,TN07,69.9,0
Scott Vieira Jr,I,0,0,0.6,655,1049,TN,07,TN07,69.9,0
David Kustoff,R,1,1,68.5,1641217,999285,TN,08,TN08,68.5,1
Erika Stotts Pearson,D,0,0,29.5,19070,15883,TN,08,TN08,68.5,0
Steve Cohen,D,1,1,77.4,607570,457311,TN,09,TN09,77.4,1
Charlotte Bergmann,R,0,0,20.1,99147,100532,TN,09,TN09,77.4,0
Dennis Clark,I,0,0,1.6,9991,9919,TN,09,TN09,77.4,0
Louie Gohmert,R,1,1,72.6,552915,580441,TX,01,TX01,72.6,1
Hank Gilbert,D,0,0,27.4,968155,734411,TX,01,TX01,72.6,0
Dan Crenshaw,R,1,1,55.6,19427865,17596329,TX,02,TX02,55.6,1
Sima Ladjevardian,D,0,0,42.8,3832697,3825287,TX,02,TX02,55.6,0
Elliott Scheirman,L,0,0,1.6,15374,14296,TX,02,TX02,55.6,0
Van Taylor,R,1,1,55.1,2655327,2825378,TX,03,TX03,55.1,1
Helane Seikaly,D,0,0,42.9,1635185,1634843,TX,03,TX03,55.1,0
Patrick Fallon,R,0,1,75.1,257174,95065,TX,04,TX04,75.1,1
Tracy Shawn Jones,I,0,0,0.4,13002,10595,TX,04,TX04,75.1,0
Lance Gooden,R,1,1,62.0,1610327,1311983,TX,05,TX05,62.0,1
Carolyn Salter,D,0,0,35.9,317848,289112,TX,05,TX05,62.0,0
Kevin Hale,L,0,0,2.1,18405,6508,TX,05,TX05,62.0,0
Ron Wright,R,1,1,52.8,912134,907693,TX,06,TX06,52.8,1
Stephen Daniel,D,0,0,44.0,680402,677568,TX,06,TX06,52.8,0
Lizzie Fletcher,D,1,1,50.8,6265165,6246136,TX,07,TX07,50.8,1
Wesley Hunt,R,0,0,47.5,7524064,7300122,TX,07,TX07,50.8,0
Kevin Brady,R,1,1,72.5,3570477,3190447,TX,08,TX08,72.5,1
Elizabeth Hernandez,D,0,0,25.5,17227,14981,TX,08,TX08,72.5,0
Al Green,D,1,1,75.5,460332,486155,TX,09,TX09,75.5,1
Johnny Teague,R,0,0,21.6,89965,88366,TX,09,TX09,75.5,0
Michael McCaul,R,1,1,52.5,3856477,3910930,TX,10,TX10,52.5,1
Mike Siegel,D,0,0,45.4,2873926,2829765,TX,10,TX10,52.5,0
August Pfluger,R,0,1,79.7,2578540,1984134,TX,11,TX11,79.7,1
Jon Mark Hogg,D,0,0,18.3,137730,135141,TX,11,TX11,79.7,0
Kay Granger,R,1,1,63.7,3161288,3271815,TX,12,TX12,63.7,1
Lisa Welch,D,0,0,33.0,98465,98475,TX,12,TX12,63.7,0
Trey Holcomb,L,0,0,3.3,967,457,TX,12,TX12,63.7,0
Ronny Jackson,R,0,1,79.4,2128271,1741132,TX,13,TX13,79.4,1
Gus Trujillo,D,0,0,18.5,22826,18820,TX,13,TX13,79.4,0
Randy Weber,R,1,1,61.6,936202,924659,TX,14,TX14,61.6,1
Adrienne Bell,D,0,0,38.4,244754,240934,TX,14,TX14,61.6,0
Cyrus Sajna,I,0,0,0.0,35096,34942,TX,14,TX14,61.6,0
Michael David Sanchez,I,0,0,0.0,100,12,TX,14,TX14,61.6,0
Vicente Gonzalez,D,1,1,50.5,1008381,657500,TX,15,TX15,50.5,1
Monica De La Cruz,R,0,0,47.6,344893,338832,TX,15,TX15,50.5,0
Veronica Escobar,D,1,1,64.7,1135549,1087693,TX,16,TX16,64.7,1
Irene Armendariz-Jackson,R,0,0,35.3,168997,153671,TX,16,TX16,64.7,0
Pete Sessions,R,0,1,55.9,1447958,1658637,TX,17,TX17,55.9,1
Rick Kennedy,D,0,0,40.9,200668,202096,TX,17,TX17,55.9,0
Ted Brown,L,0,0,3.2,3041,3041,TX,17,TX17,55.9,0
Sheila Jackson Lee,D,1,1,73.3,924480,838414,TX,18,TX18,73.3,1
Wendell Champion,R,0,0,23.5,305645,271278,TX,18,TX18,73.3,0
Jodey Arrington,R,1,1,74.8,2497184,1932700,TX,19,TX19,74.8,1
Tom Watson,D,0,0,22.9,49405,60806,TX,19,TX19,74.8,0
Joaquin Castro,D,1,1,64.7,674061,686934,TX,20,TX20,64.7,1
Mauro Garza,R,0,0,33.1,263293,240930,TX,20,TX20,64.7,0
Chip Roy,R,1,1,52.0,5005639,4679362,TX,21,TX21,52.0,1
Wendy Davis,D,0,0,45.4,10263486,10201874,TX,21,TX21,52.0,0
Michael Felts,I,0,0,0.0,3570,1851,TX,21,TX21,52.0,0
Sri Kulkarni,D,0,0,44.6,5639061,5630098,TX,22,TX22,51.5,0
Troy Nehls,R,0,1,51.5,1806655,1787448,TX,22,TX22,51.5,1
Gina Ortiz Jones,D,0,0,46.6,6755222,6842440,TX,23,TX23,50.5,0
Tony Gonzales,R,0,1,50.5,2797133,2764108,TX,23,TX23,50.5,1
Candace Valenzuela,D,0,0,47.5,4886999,4875031,TX,24,TX24,48.8,0
Beth Van Duyne,R,0,1,48.8,3410852,3342442,TX,24,TX24,48.8,1
Stephen Kuzmich,I,0,0,1.2,175504,201332,TX,24,TX24,48.8,0
Mark Bauer,I,0,0,0.9,26342,26542,TX,24,TX24,48.8,0
Darren Hamilton,L,0,0,1.6,570,212,TX,24,TX24,48.8,0
Roger Williams,R,1,1,55.9,2435121,3347267,TX,25,TX25,55.9,1
Julie Oliver,D,0,0,42.1,2190347,2176319,TX,25,TX25,55.9,0
Michael Burgess,R,1,1,60.6,1806588,2081391,TX,26,TX26,60.6,1
Carol Iannuzzi,D,0,0,37.3,95937,95937,TX,26,TX26,60.6,0
Michael Cloud,R,1,1,63.1,1014427,829748,TX,27,TX27,63.1,1
Ricardo De La Fuente,D,0,0,34.9,312096,312096,TX,27,TX27,63.1,0
Henry Cuellar,D,1,1,58.3,2655317,3650848,TX,28,TX28,58.3,1
Sandra Whitten,R,0,0,39.0,24760,27354,TX,28,TX28,58.3,0
Sylvia Garcia,D,1,1,71.1,818984,758382,TX,29,TX29,71.1,1
Jaimy Blanco,R,0,0,27.4,4378,0,TX,29,TX29,71.1,0
Eddie Bernice Johnson,D,1,1,77.5,589096,494547,TX,30,TX30,77.5,1
Tre Pennie,R,0,0,18.4,311109,305446,TX,30,TX30,77.5,0
John Carter,R,1,1,53.4,2160187,2214487,TX,31,TX31,53.4,1
Donna Imam,D,0,0,44.3,1035222,1035272,TX,31,TX31,53.4,0
Colin Allred,D,1,1,52.0,5667725,5611747,TX,32,TX32,52.0,1
Genevieve Collins,R,0,0,45.9,5923081,5915256,TX,32,TX32,52.0,0
Jason Sigmon,I,0,0,0.7,11791,11651,TX,32,TX32,52.0,0
Marc Veasey,D,1,1,66.8,1621929,1613446,TX,33,TX33,66.8,1
Fabian Cordova Vasquez,R,0,0,25.2,36692,25585,TX,33,TX33,66.8,0
Filemon Vela,D,1,1,55.4,983026,1024180,TX,34,TX34,55.4,1
Rey Gonzalez,R,0,0,41.8,37118,37446,TX,34,TX34,55.4,0
Lloyd Doggett,D,1,1,65.4,1336576,424804,TX,35,TX35,65.4,1
Jennifer Sharon,R,0,0,30.0,19011,14442,TX,35,TX35,65.4,0
Jason Mata,I,0,0,1.9,2632,2632,TX,35,TX35,65.4,0
Brian Babin,R,1,1,73.6,1345351,1297185,TX,36,TX36,73.6,1
Brandon Rashad Lewis,D,0,0,24.3,21714,12278,TX,36,TX36,73.6,0
Blake Moore,R,0,1,69.6,844377,816015,UT,01,UT01,69.6,1
Darren Parry,D,0,0,30.5,41218,40904,UT,01,UT01,69.6,0
Chris Stewart,R,1,1,59.0,835139,812462,UT,02,UT02,59.0,1
John Kael Weston,D,0,0,36.6,344774,306872,UT,02,UT02,59.0,0
Joe Jarvis,3,0,0,0.0,22989,22989,UT,02,UT02,59.0,0
John Curtis,R,1,1,68.8,874311,687265,UT,03,UT03,68.8,1
Devin Thorpe,D,0,0,26.8,191412,190200,UT,03,UT03,68.8,0
Thomas G. McNeill,3,0,0,2.0,5516,5516,UT,03,UT03,68.8,0
Russel Fugal,I,0,0,0.0,393,346,UT,03,UT03,68.8,0
Ben McAdams,D,1,0,46.7,5613542,5555591,UT,04,UT04,47.7,0
Burgess Owens,R,0,1,47.7,5129475,5049146,UT,04,UT04,47.7,1
Jonia Broderick,3,0,0,2.1,21394,21265,UT,04,UT04,47.7,0
Peter Welch,D,1,1,64.4,847320,865252,VT,01,VT01,64.4,1
Rob Wittman,R,1,1,58.5,1969785,2140375,VA,01,VA01,58.5,1
Qasim Rashid,D,0,0,41.7,1559108,1559108,VA,01,VA01,58.5,0
Elaine Luria,D,1,1,51.6,6522276,6387474,VA,02,VA02,51.6,1
Scott Taylor,R,0,0,45.8,2452292,2446410,VA,02,VA02,51.6,0
Bobby Scott,D,1,1,68.4,873126,832419,VA,03,VA03,68.4,1
John Collick,R,0,0,31.4,167146,165080,VA,03,VA03,68.4,0
Donald McEachin,D,1,1,61.6,961412,963788,VA,04,VA04,61.6,1
Leon Benjamin,R,0,0,38.2,545354,523429,VA,04,VA04,61.6,0
Cameron Webb,D,0,0,47.3,5755917,5750924,VA,05,VA05,52.4,0
Bob Good,R,0,1,52.4,1373867,1323530,VA,05,VA05,52.4,1
Ben Cline,R,1,1,64.6,892955,672928,VA,06,VA06,64.6,1
Nicholas Betts,D,0,0,35.3,56190,54205,VA,06,VA06,64.6,0
Abigail Spanberger,D,1,1,50.8,8387680,7852213,VA,07,VA07,50.8,1
Nick Freitas,R,0,0,49.0,3629431,3600108,VA,07,VA07,50.8,0
Don Beyer,D,1,1,75.8,1729482,2071906,VA,08,VA08,75.8,1
Jeff Jordan,R,0,0,24.0,96035,96035,VA,08,VA08,75.8,0
Heerak Christian Kim,I,0,0,0.0,2036,1921,VA,08,VA08,75.8,0
Morgan Griffith,R,1,1,94.0,873612,463916,VA,09,VA09,94.0,1
Jennifer Wexton,D,1,1,56.5,3855331,1772250,VA,10,VA10,56.5,1
Aliscia Andrews,R,0,0,43.4,1567598,1413145,VA,10,VA10,56.5,0
Gerry Connolly,D,1,1,71.4,1998592,1811776,VA,11,VA11,71.4,1
Manga Anantatmula,R,0,0,28.3,282152,268326,VA,11,VA11,71.4,0
Stevan Porter,L,0,0,0.0,533,1316,VA,11,VA11,71.4,0
Suzan DelBene,D,1,1,58.6,2182985,1897162,WA,01,WA01,58.6,1
Jeffrey Beeler,R,0,0,41.3,61970,62279,WA,01,WA01,58.6,0
Rick Larsen,D,1,1,63.2,1275127,1219489,WA,02,WA02,63.2,1
Tim Hazelo,R,0,0,36.6,49478,49322,WA,02,WA02,63.2,0
Jaime Herrera Beutler,R,1,1,56.4,4566383,4540148,WA,03,WA03,56.4,1
Carolyn Long,D,0,0,43.4,4130540,4142685,WA,03,WA03,56.4,0
Dan Newhouse,R,1,1,66.3,1173464,991174,WA,04,WA04,66.3,1
Doug McKinley,D,0,0,33.5,57666,54227,WA,04,WA04,66.3,0
Cathy McMorris Rodgers,R,1,1,60.9,4349448,3432572,WA,05,WA05,60.9,1
Dave Wilson,D,0,0,38.9,109636,109636,WA,05,WA05,60.9,0
Derek Kilmer,D,1,1,59.4,2524026,2531111,WA,06,WA06,59.4,1
Elizabeth Kreiselmaier,R,0,0,40.4,156123,145108,WA,06,WA06,59.4,0
Pramila Jayapal,D,1,1,83.0,2630000,1530626,WA,07,WA07,83.0,1
Craig Keller,R,0,0,16.7,2904,3703,WA,07,WA07,83.0,0
Kim Schrier,D,1,1,51.7,5422491,3774398,WA,08,WA08,51.7,1
Jesse Jensen,R,0,0,48.1,852396,842269,WA,08,WA08,51.7,0
Adam Smith,D,1,1,74.2,1324761,930710,WA,09,WA09,74.2,1
Doug Basler,R,0,0,25.7,22536,18328,WA,09,WA09,74.2,0
Marilyn Strickland,D,0,1,49.6,1812659,1780633,WA,10,WA10,49.6,1
Beth Doglio,D,0,0,35.7,1477678,1477678,WA,10,WA10,49.6,0
David McKinley,R,1,1,69.0,1092609,1085864,WV,01,WV01,69.0,1
Natalie Ms. Cline,D,0,0,31.0,81032,81881,WV,01,WV01,69.0,0
Alex Mooney,R,1,1,63.1,2155978,864001,WV,02,WV02,63.1,1
Catherine Kunkel,D,0,0,36.9,641567,641567,WV,02,WV02,63.1,0
Carol Miller,R,1,1,71.3,869210,720796,WV,03,WV03,71.3,1
Hilary Turner,D,0,0,28.7,99214,98769,WV,03,WV03,71.3,0
Belinda Fox-Spencer,I,0,0,0.0,5207,5207,WV,03,WV03,71.3,0
Bryan Steil,R,1,1,59.4,3500849,3151701,WI,01,WI01,59.4,1
Roger Polack,D,0,0,40.7,536228,526431,WI,01,WI01,59.4,0
Mark Pocan,D,1,1,69.7,1290582,1014628,WI,02,WI02,69.7,1
Peter Theron,R,0,0,30.3,35753,33977,WI,02,WI02,69.7,0
Ron Kind,D,1,1,51.4,2989262,4435403,WI,03,WI03,51.4,1
Derrick Van Orden,R,0,0,48.6,1962443,1948639,WI,03,WI03,51.4,0
Gwen Moore,D,1,1,74.7,1183995,1166739,WI,04,WI04,74.7,1
Scott Fitzgerald,R,0,1,60.2,1155721,968406,WI,05,WI05,60.2,1
Tom Palzewicz,D,0,0,39.9,370392,371799,WI,05,WI05,60.2,0
Glenn Grothman,R,1,1,59.3,1815756,1736659,WI,06,WI06,59.3,1
Jessica King,D,0,0,40.7,287753,245788,WI,06,WI06,59.3,0
Tom Tiffany,R,1,1,60.8,2637459,2514740,WI,07,WI07,60.8,1
Tricia Zunker,D,0,0,39.2,1261957,1232690,WI,07,WI07,60.8,0
Mike Gallagher,R,1,1,64.0,3202905,2841801,WI,08,WI08,64.0,1
Amanda Stuck,D,0,0,36.0,416978,399916,WI,08,WI08,64.0,0
Liz Cheney,R,1,1,68.6,3003883,3060167,WY,01,WY01,68.6,1
Lynnette Grey Bull,D,0,0,24.6,134597,132235,WY,01,WY01,68.6,0
